,driverID,race,qualipos,racepos
2318,sato,16,20,12
2319,sutil,16,21,15
2320,trulli,16,12,8
2321,vettel,16,17,18
2322,webber,16,7,20
2324,yamamoto,16,22,21
2325,alonso,17,4,3
2326,barrichello,17,11,16
2327,button,17,16,19
2328,coulthard,17,9,9
2329,davidson,17,20,14
2330,fisichella,17,12,22
2331,hamilton,17,2,7
2332,heidfeld,17,6,6
2333,kovalainen,17,17,17
2334,kubica,17,7,5
2335,liuzzi,17,14,13
2336,massa,17,1,2
2337,nakajima,17,19,10
2338,raikkonen,17,3,1
2339,ralf_schumacher,17,15,11
2340,rosberg,17,10,4
2341,sato,17,18,12
2342,sutil,17,21,15
2343,trulli,17,8,8
2344,vettel,17,13,18
2345,webber,17,5,20
2346,yamamoto,17,22,21
2347,alonso,1,12,2
2348,barrichello,1,11,15
2349,bourdais,1,18,14
2350,button,1,13,13
2351,coulthard,1,8,20
2353,fisichella,1,17,18
2354,glock,1,9,6
2355,hamilton,1,1,5
2356,heidfeld,1,5,10
2357,kovalainen,1,3,7
2358,kubica,1,2,11
2359,massa,1,4,1
2360,nakajima,1,14,17
2361,piquet_jr,1,21,19
2362,raikkonen,1,16,3
2363,rosberg,1,7,12
2365,sutil,1,19,16
2366,trulli,1,6,8
2367,vettel,1,10,4
2368,webber,1,15,9
2369,alonso,2,9,2
2370,barrichello,2,14,15
2371,bourdais,2,19,14
2372,button,2,11,13
2373,coulthard,2,12,20
2375,fisichella,2,17,18
2376,glock,2,10,6
2377,hamilton,2,4,5
2378,heidfeld,2,7,10
2379,kovalainen,2,3,7
2380,kubica,2,6,11
2381,massa,2,1,1
2382,nakajima,2,18,17
2383,piquet_jr,2,13,19
2384,raikkonen,2,2,3
2385,rosberg,2,16,12
2387,sutil,2,21,16
2388,trulli,2,5,8
2389,vettel,2,15,4
2390,webber,2,8,9
2391,alonso,3,10,2
2392,barrichello,3,12,15
2393,bourdais,3,15,14
2394,button,3,9,13
2395,coulthard,3,17,20
2397,fisichella,3,18,18
2398,glock,3,13,6
2399,hamilton,3,3,5
2400,heidfeld,3,6,10
2401,kovalainen,3,5,7
2402,kubica,3,1,11
2403,massa,3,2,1
2404,nakajima,3,16,17
2405,piquet_jr,3,14,19
2406,raikkonen,3,4,3
2407,rosberg,3,8,12
2409,sutil,3,20,16
2410,trulli,3,7,8
2411,vettel,3,19,4
2412,webber,3,11,9
2413,alonso,4,2,2
2414,barrichello,4,11,15
2415,bourdais,4,16,14
2416,button,4,13,13
2417,coulthard,4,17,20
2419,fisichella,4,19,18
2420,glock,4,14,6
2421,hamilton,4,5,5
2422,heidfeld,4,9,10
2423,kovalainen,4,6,7
2424,kubica,4,4,11
2425,massa,4,3,1
2426,nakajima,4,12,17
2427,piquet_jr,4,10,19
2428,raikkonen,4,1,3
2429,rosberg,4,15,12
2431,sutil,4,20,16
2432,trulli,4,8,8
2433,vettel,4,18,4
2434,webber,4,7,9
2435,alonso,5,7,2
2436,barrichello,5,12,15
2437,bourdais,5,18,14
2438,button,5,13,13
2439,coulthard,5,10,20
2440,fisichella,5,19,18
2441,glock,5,15,6
2442,hamilton,5,3,5
2443,heidfeld,5,9,10
2444,kovalainen,5,2,7
2445,kubica,5,5,11
2446,massa,5,1,1
2447,nakajima,5,16,17
2448,piquet_jr,5,17,19
2449,raikkonen,5,4,3
2450,rosberg,5,11,12
2451,sutil,5,20,16
2452,trulli,5,8,8
2453,vettel,5,14,4
2454,webber,5,6,9
2455,alonso,6,7,2
2456,barrichello,6,15,15
2457,bourdais,6,16,14
2458,button,6,12,13
2459,coulthard,6,10,20
2460,fisichella,6,20,18
2461,glock,6,11,6
2462,hamilton,6,3,5
2463,heidfeld,6,13,10
2464,kovalainen,6,4,7
2465,kubica,6,5,11
2466,massa,6,1,1
2467,nakajima,6,14,17
2468,piquet_jr,6,17,19
2469,raikkonen,6,2,3
2470,rosberg,6,6,12
2471,sutil,6,19,16
2472,trulli,6,8,8
2473,vettel,6,18,4
2474,webber,6,9,9
2475,alonso,7,4,2
2476,barrichello,7,9,15
2477,bourdais,7,16,14
2478,button,7,19,13
2479,coulthard,7,13,20
2480,fisichella,7,18,18
2481,glock,7,11,6
2482,hamilton,7,1,5
2483,heidfeld,7,8,10
2484,kovalainen,7,7,7
2485,kubica,7,2,11
2486,massa,7,6,1
2487,nakajima,7,12,17
2488,piquet_jr,7,15,19
2489,raikkonen,7,3,3
2490,rosberg,7,5,12
2491,sutil,7,17,16
2492,trulli,7,14,8
2493,vettel,7,20,4
2494,webber,7,10,9
2495,alonso,8,4,2
2496,barrichello,8,18,15
2497,bourdais,8,14,14
2498,button,8,17,13
2499,coulthard,8,9,20
2500,fisichella,8,19,18
2501,glock,8,10,6
2502,hamilton,8,3,5
2503,heidfeld,8,12,10
2504,kovalainen,8,6,7
2505,kubica,8,7,11
2506,massa,8,2,1
2507,nakajima,8,16,17
2508,piquet_jr,8,11,19
2509,raikkonen,8,1,3
2510,rosberg,8,15,12
2511,sutil,8,20,16
2512,trulli,8,5,8
2513,vettel,8,13,4
2514,webber,8,8,9
2515,alonso,9,6,2
2516,barrichello,9,16,15
2517,bourdais,9,13,14
2518,button,9,17,13
2519,coulthard,9,11,20
2520,fisichella,9,20,18
2521,glock,9,12,6
2522,hamilton,9,4,5
2523,heidfeld,9,5,10
2524,kovalainen,9,1,7
2525,kubica,9,10,11
2526,massa,9,9,1
2527,nakajima,9,15,17
2528,piquet_jr,9,7,19
2529,raikkonen,9,3,3
2530,rosberg,9,18,12
2531,sutil,9,19,16
2532,trulli,9,14,8
2533,vettel,9,8,4
2534,webber,9,2,9
2535,alonso,10,5,2
2536,barrichello,10,18,15
2537,bourdais,10,15,14
2538,button,10,14,13
2539,coulthard,10,10,20
2540,fisichella,10,20,18
2541,glock,10,11,6
2542,hamilton,10,1,5
2543,heidfeld,10,12,10
2544,kovalainen,10,3,7
2545,kubica,10,7,11
2546,massa,10,2,1
2547,nakajima,10,16,17
2548,piquet_jr,10,17,19
2549,raikkonen,10,6,3
2550,rosberg,10,13,12
2551,sutil,10,19,16
2552,trulli,10,4,8
2553,vettel,10,9,4
2554,webber,10,8,9
2555,alonso,11,7,2
2556,barrichello,11,18,15
2557,bourdais,11,14,14
2558,button,11,12,13
2559,coulthard,11,13,20
2560,fisichella,11,19,18
2561,glock,11,5,6
2562,hamilton,11,1,5
2563,heidfeld,11,16,10
2564,kovalainen,11,2,7
2565,kubica,11,4,11
2566,massa,11,3,1
2567,nakajima,11,17,17
2568,piquet_jr,11,10,19
2569,raikkonen,11,6,3
2570,rosberg,11,15,12
2571,sutil,11,20,16
2572,trulli,11,9,8
2573,vettel,11,11,4
2574,webber,11,8,9
2575,alonso,12,12,2
2576,barrichello,12,19,15
2577,bourdais,12,10,14
2578,button,12,16,13
2579,coulthard,12,17,20
2580,fisichella,12,18,18
2581,glock,12,13,6
2582,hamilton,12,2,5
2583,heidfeld,12,8,10
2584,kovalainen,12,5,7
2585,kubica,12,3,11
2586,massa,12,1,1
2587,nakajima,12,11,17
2588,piquet_jr,12,15,19
2589,raikkonen,12,4,3
2590,rosberg,12,9,12
2591,sutil,12,20,16
2592,trulli,12,7,8
2593,vettel,12,6,4
2594,webber,12,14,9
2595,alonso,13,6,2
2596,barrichello,13,16,15
2597,bourdais,13,9,14
2598,button,13,17,13
2599,coulthard,13,14,20
2600,fisichella,13,20,18
2601,glock,13,13,6
2602,hamilton,13,1,5
2603,heidfeld,13,5,10
2604,kovalainen,13,3,7
2605,kubica,13,8,11
2606,massa,13,2,1
2607,nakajima,13,19,17
2608,piquet_jr,13,12,19
2609,raikkonen,13,4,3
2610,rosberg,13,15,12
2611,sutil,13,18,16
2612,trulli,13,11,8
2613,vettel,13,10,4
2614,webber,13,7,9
2615,alonso,14,8,2
2616,barrichello,14,16,15
2617,bourdais,14,4,14
2618,button,14,19,13
2619,coulthard,14,13,20
2620,fisichella,14,12,18
2621,glock,14,9,6
2622,hamilton,14,15,5
2623,heidfeld,14,10,10
2624,kovalainen,14,2,7
2625,kubica,14,11,11
2626,massa,14,6,1
2627,nakajima,14,18,17
2628,piquet_jr,14,17,19
2629,raikkonen,14,14,3
2630,rosberg,14,5,12
2631,sutil,14,20,16
2632,trulli,14,7,8
2633,vettel,14,1,4
2634,webber,14,3,9
2635,alonso,15,15,2
2636,barrichello,15,18,15
2637,bourdais,15,17,14
2638,button,15,12,13
2639,coulthard,15,14,20
2640,fisichella,15,20,18
2641,glock,15,8,6
2642,hamilton,15,2,5
2643,heidfeld,15,6,10
2644,kovalainen,15,5,7
2645,kubica,15,4,11
2646,massa,15,1,1
2647,nakajima,15,10,17
2648,piquet_jr,15,16,19
2649,raikkonen,15,3,3
2650,rosberg,15,9,12
2651,sutil,15,19,16
2652,trulli,15,11,8
2653,vettel,15,7,4
2654,webber,15,13,9
2655,alonso,16,4,2
2656,barrichello,16,17,15
2657,bourdais,16,10,14
2658,button,16,18,13
2659,coulthard,16,11,20
2660,fisichella,16,20,18
2661,glock,16,8,6
2662,hamilton,16,1,5
2663,heidfeld,16,16,10
2664,kovalainen,16,3,7
2665,kubica,16,6,11
2666,massa,16,5,1
2667,nakajima,16,14,17
2668,piquet_jr,16,12,19
2669,raikkonen,16,2,3
2670,rosberg,16,15,12
2671,sutil,16,19,16
2672,trulli,16,7,8
2673,vettel,16,9,4
2674,webber,16,13,9
2675,alonso,17,4,2
2676,barrichello,17,14,15
2677,bourdais,17,10,14
2678,button,17,18,13
2679,coulthard,17,16,20
2680,fisichella,17,20,18
2681,glock,17,13,6
2682,hamilton,17,1,5
2683,heidfeld,17,7,10
2684,kovalainen,17,5,7
2685,kubica,17,12,11
2686,massa,17,3,1
2687,nakajima,17,17,17
2688,piquet_jr,17,11,19
2689,raikkonen,17,2,3
2690,rosberg,17,15,12
2691,sutil,17,19,16
2692,trulli,17,9,8
2693,vettel,17,8,4
2694,webber,17,6,9
2695,alonso,18,6,2
2696,barrichello,18,15,15
2697,bourdais,18,9,14
2698,button,18,17,13
2699,coulthard,18,14,20
2700,fisichella,18,19,18
2701,glock,18,10,6
2702,hamilton,18,4,5
2703,heidfeld,18,8,10
2704,kovalainen,18,5,7
2705,kubica,18,13,11
2706,massa,18,1,1
2707,nakajima,18,16,17
2708,piquet_jr,18,11,19
2709,raikkonen,18,3,3
2710,rosberg,18,18,12
2711,sutil,18,20,16
2712,trulli,18,2,8
2713,vettel,18,7,4
2714,webber,18,12,9
2715,alonso,1,12,14
2716,barrichello,1,2,4
2718,buemi,1,16,8
2719,button,1,1,3
2720,fisichella,1,18,16
2722,hamilton,1,15,19
2723,heidfeld,1,11,5
2724,kovalainen,1,14,11
2725,kubica,1,4,10
2727,nakajima,1,13,13
2729,raikkonen,1,9,12
2730,rosberg,1,5,9
2731,sutil,1,19,17
2732,trulli,1,8,7
2733,vettel,1,3,1
2734,webber,1,10,2
2735,alonso,2,10,14
2736,barrichello,2,4,4
2738,buemi,2,20,8
2739,button,2,1,3
2740,fisichella,2,18,16
2742,hamilton,2,13,19
2743,heidfeld,2,11,5
2744,kovalainen,2,14,11
2745,kubica,2,8,10
2747,nakajima,2,12,13
2749,raikkonen,2,9,12
2750,rosberg,2,6,9
2751,sutil,2,19,17
2752,trulli,2,2,7
2753,vettel,2,3,1
2754,webber,2,7,2
2755,alonso,3,2,14
2756,barrichello,3,4,4
2758,buemi,3,10,8
2759,button,3,5,3
2760,fisichella,3,20,16
2762,hamilton,3,9,19
2763,heidfeld,3,11,5
2764,kovalainen,3,12,11
2765,kubica,3,18,10
2767,nakajima,3,15,13
2769,raikkonen,3,8,12
2770,rosberg,3,7,9
2771,sutil,3,19,17
2772,trulli,3,6,7
2773,vettel,3,1,1
2774,webber,3,3,2
2775,alonso,4,7,14
2776,barrichello,4,6,4
2778,buemi,4,17,8
2779,button,4,4,3
2780,fisichella,4,18,16
2782,hamilton,4,5,19
2783,heidfeld,4,14,5
2784,kovalainen,4,11,11
2785,kubica,4,13,10
2787,nakajima,4,12,13
2789,raikkonen,4,10,12
2790,rosberg,4,9,9
2791,sutil,4,16,17
2792,trulli,4,1,7
2793,vettel,4,3,1
2794,webber,4,19,2
2795,alonso,5,8,14
2796,barrichello,5,3,4
2798,buemi,5,15,8
2799,button,5,1,3
2800,fisichella,5,20,16
2802,hamilton,5,14,19
2803,heidfeld,5,13,5
2804,kovalainen,5,18,11
2805,kubica,5,10,10
2807,nakajima,5,11,13
2809,raikkonen,5,16,12
2810,rosberg,5,9,9
2811,sutil,5,19,17
2812,trulli,5,7,7
2813,vettel,5,2,1
2814,webber,5,5,2
2815,alonso,6,9,14
2816,barrichello,6,3,4
2818,buemi,6,11,8
2819,button,6,1,3
2820,fisichella,6,13,16
2822,hamilton,6,16,19
2823,heidfeld,6,17,5
2824,kovalainen,6,7,11
2825,kubica,6,18,10
2827,nakajima,6,10,13
2829,raikkonen,6,2,12
2830,rosberg,6,6,9
2831,sutil,6,15,17
2832,trulli,6,19,7
2833,vettel,6,4,1
2834,webber,6,8,2
2835,alonso,7,8,14
2836,barrichello,7,3,4
2838,buemi,7,18,8
2839,button,7,2,3
2840,fisichella,7,19,16
2842,hamilton,7,16,19
2843,heidfeld,7,11,5
2844,kovalainen,7,14,11
2845,kubica,7,10,10
2847,nakajima,7,12,13
2849,raikkonen,7,6,12
2850,rosberg,7,9,9
2851,sutil,7,15,17
2852,trulli,7,5,7
2853,vettel,7,1,1
2854,webber,7,4,2
2855,alonso,8,10,14
2856,barrichello,8,2,4
2858,buemi,8,20,8
2859,button,8,6,3
2860,fisichella,8,16,16
2862,hamilton,8,19,19
2863,heidfeld,8,15,5
2864,kovalainen,8,13,11
2865,kubica,8,12,10
2867,nakajima,8,5,13
2869,raikkonen,8,9,12
2870,rosberg,8,7,9
2871,sutil,8,18,17
2872,trulli,8,4,7
2873,vettel,8,1,1
2874,webber,8,3,2
2875,alonso,9,12,14
2876,barrichello,9,2,4
2878,buemi,9,17,8
2879,button,9,3,3
2880,fisichella,9,18,16
2882,hamilton,9,5,19
2883,heidfeld,9,11,5
2884,kovalainen,9,6,11
2885,kubica,9,16,10
2887,nakajima,9,13,13
2889,raikkonen,9,9,12
2890,rosberg,9,15,9
2891,sutil,9,7,17
2892,trulli,9,14,7
2893,vettel,9,4,1
2894,webber,9,1,2
2895,alguersuari,10,20,20
2896,alonso,10,1,14
2897,barrichello,10,13,4
2898,buemi,10,11,8
2899,button,10,8,3
2900,fisichella,10,17,16
2902,hamilton,10,4,19
2903,heidfeld,10,16,5
2904,kovalainen,10,6,11
2905,kubica,10,19,10
2907,nakajima,10,9,13
2909,raikkonen,10,7,12
2910,rosberg,10,5,9
2911,sutil,10,18,17
2912,trulli,10,12,7
2913,vettel,10,2,1
2914,webber,10,3,2
2915,alguersuari,11,19,20
2916,alonso,11,8,14
2918,barrichello,11,3,4
2919,buemi,11,15,8
2920,button,11,5,3
2921,fisichella,11,16,16
2923,grosjean,11,14,18
2924,hamilton,11,1,19
2925,heidfeld,11,11,5
2926,kovalainen,11,2,11
2927,kubica,11,10,10
2928,nakajima,11,17,13
2929,raikkonen,11,6,12
2930,rosberg,11,7,9
2931,sutil,11,12,17
2932,trulli,11,18,7
2933,vettel,11,4,1
2934,webber,11,9,2
2935,alguersuari,12,17,20
2936,alonso,12,13,14
2938,barrichello,12,4,4
2939,buemi,12,16,8
2940,button,12,14,3
2941,fisichella,12,1,16
2943,grosjean,12,19,18
2944,hamilton,12,12,19
2945,heidfeld,12,3,5
2946,kovalainen,12,15,11
2947,kubica,12,5,10
2948,nakajima,12,18,13
2949,raikkonen,12,6,12
2950,rosberg,12,10,9
2951,sutil,12,11,17
2952,trulli,12,2,7
2953,vettel,12,8,1
2954,webber,12,9,2
2955,alguersuari,13,20,20
2956,alonso,13,8,14
2957,barrichello,13,5,4
2958,buemi,13,19,8
2959,button,13,6,3
2960,fisichella,13,14,16
2962,grosjean,13,12,18
2963,hamilton,13,1,19
2964,heidfeld,13,15,5
2965,kovalainen,13,4,11
2966,kubica,13,13,10
2967,liuzzi,13,7,15
2968,nakajima,13,17,13
2969,raikkonen,13,3,12
2970,rosberg,13,18,9
2971,sutil,13,2,17
2972,trulli,13,11,7
2973,vettel,13,9,1
2974,webber,13,10,2
2975,alguersuari,14,17,20
2976,alonso,14,6,14
2977,barrichello,14,5,4
2978,buemi,14,14,8
2979,button,14,12,3
2980,fisichella,14,18,16
2982,grosjean,14,19,18
2983,hamilton,14,1,19
2984,heidfeld,14,8,5
2985,kovalainen,14,10,11
2986,kubica,14,9,10
2987,liuzzi,14,20,15
2988,nakajima,14,11,13
2989,raikkonen,14,13,12
2990,rosberg,14,3,9
2991,sutil,14,16,17
2992,trulli,14,15,7
2993,vettel,14,2,1
2994,webber,14,4,2
2995,alguersuari,15,15,20
2996,alonso,15,12,14
2997,barrichello,15,5,4
2998,buemi,15,10,8
2999,button,15,7,3
3000,fisichella,15,16,16
3002,grosjean,15,18,18
3003,hamilton,15,3,19
3004,heidfeld,15,6,5
3005,kovalainen,15,9,11
3006,kubica,15,13,10
3007,liuzzi,15,19,15
3008,nakajima,15,17,13
3009,raikkonen,15,8,12
3010,rosberg,15,11,9
3011,sutil,15,4,17
3012,trulli,15,2,7
3013,vettel,15,1,1
3014,webber,15,20,2
3015,alguersuari,16,12,20
3016,alonso,16,10,14
3017,barrichello,16,1,4
3018,buemi,16,6,8
3019,button,16,14,3
3020,fisichella,16,20,16
3021,grosjean,16,13,18
3022,hamilton,16,18,19
3023,heidfeld,16,19,5
3024,kobayashi,16,11,6
3025,kovalainen,16,17,11
3026,kubica,16,8,10
3027,liuzzi,16,15,15
3028,nakajima,16,9,13
3029,raikkonen,16,5,12
3030,rosberg,16,7,9
3031,sutil,16,3,17
3032,trulli,16,4,7
3033,vettel,16,16,1
3034,webber,16,2,2
3035,alguersuari,17,15,20
3036,alonso,17,16,14
3037,barrichello,17,4,4
3038,buemi,17,10,8
3039,button,17,5,3
3040,fisichella,17,20,16
3041,grosjean,17,19,18
3042,hamilton,17,1,19
3043,heidfeld,17,8,5
3044,kobayashi,17,12,6
3045,kovalainen,17,13,11
3046,kubica,17,7,10
3047,liuzzi,17,17,15
3048,nakajima,17,14,13
3049,raikkonen,17,11,12
3050,rosberg,17,9,9
3051,sutil,17,18,17
3052,trulli,17,6,7
3053,vettel,17,2,1
3054,webber,17,3,2
3055,alguersuari,1,18,9
3056,alonso,1,3,7
3057,barrichello,1,11,12
3058,bruno_senna,1,23,19
3059,buemi,1,15,15
3060,button,1,8,3
3062,glock,1,19,22
3063,grassi,1,22,18
3064,hamilton,1,4,2
3065,hulkenberg,1,13,16
3066,kobayashi,1,16,14
3067,kovalainen,1,21,17
3068,kubica,1,9,5
3069,liuzzi,1,12,24
3070,massa,1,2,10
3071,michael_schumacher,1,7,23
3072,petrov,1,17,6
3074,rosberg,1,5,4
3075,sutil,1,10,13
3076,trulli,1,20,21
3077,vettel,1,1,1
3078,webber,1,6,8
3079,alguersuari,2,17,9
3080,alonso,2,3,7
3081,barrichello,2,8,12
3082,bruno_senna,2,23,19
3083,buemi,2,12,15
3084,button,2,4,3
3086,glock,2,21,22
3087,grassi,2,22,18
3088,hamilton,2,11,2
3089,hulkenberg,2,15,16
3090,kobayashi,2,16,14
3091,kovalainen,2,19,17
3092,kubica,2,9,5
3093,liuzzi,2,13,24
3094,massa,2,5,10
3095,michael_schumacher,2,7,23
3096,petrov,2,18,6
3098,rosberg,2,6,4
3099,sutil,2,10,13
3100,trulli,2,20,21
3101,vettel,2,1,1
3102,webber,2,2,8
3103,alguersuari,3,14,9
3104,alonso,3,19,7
3105,barrichello,3,7,12
3106,bruno_senna,3,23,19
3107,buemi,3,13,15
3108,button,3,17,3
3110,glock,3,16,22
3111,grassi,3,24,18
3112,hamilton,3,20,2
3113,hulkenberg,3,5,16
3114,kobayashi,3,9,14
3115,kovalainen,3,15,17
3116,kubica,3,6,5
3117,liuzzi,3,10,24
3118,massa,3,21,10
3119,michael_schumacher,3,8,23
3120,petrov,3,11,6
3122,rosberg,3,2,4
3123,sutil,3,4,13
3124,trulli,3,18,21
3125,vettel,3,3,1
3126,webber,3,1,8
3127,alguersuari,4,12,9
3128,alonso,4,3,7
3129,barrichello,4,11,12
3130,bruno_senna,4,23,19
3131,buemi,4,13,15
3132,button,4,5,3
3134,glock,4,19,22
3135,grassi,4,22,18
3136,hamilton,4,6,2
3137,hulkenberg,4,16,16
3138,kobayashi,4,15,14
3139,kovalainen,4,21,17
3140,kubica,4,8,5
3141,liuzzi,4,18,24
3142,massa,4,7,10
3143,michael_schumacher,4,9,23
3144,petrov,4,14,6
3146,rosberg,4,4,4
3147,sutil,4,10,13
3148,trulli,4,20,21
3149,vettel,4,1,1
3150,webber,4,2,8
3151,alguersuari,5,16,9
3152,alonso,5,4,7
3153,barrichello,5,18,12
3154,bruno_senna,5,24,19
3155,buemi,5,15,15
3156,button,5,5,3
3158,glock,5,21,22
3159,grassi,5,22,18
3160,hamilton,5,3,2
3161,hulkenberg,5,13,16
3162,kobayashi,5,10,14
3163,kovalainen,5,20,17
3164,kubica,5,7,5
3165,liuzzi,5,17,24
3166,massa,5,9,10
3167,michael_schumacher,5,6,23
3168,petrov,5,14,6
3170,rosberg,5,8,4
3171,sutil,5,11,13
3172,trulli,5,19,21
3173,vettel,5,2,1
3174,webber,5,1,8
3175,alguersuari,6,17,9
3176,alonso,6,24,7
3177,barrichello,6,9,12
3178,bruno_senna,6,22,19
3179,buemi,6,13,15
3180,button,6,8,3
3182,glock,6,20,22
3183,grassi,6,21,18
3184,hamilton,6,5,2
3185,hulkenberg,6,11,16
3186,kobayashi,6,16,14
3187,kovalainen,6,18,17
3188,kubica,6,2,5
3189,liuzzi,6,10,24
3190,massa,6,4,10
3191,michael_schumacher,6,7,23
3192,petrov,6,14,6
3194,rosberg,6,6,4
3195,sutil,6,12,13
3196,trulli,6,19,21
3197,vettel,6,3,1
3198,webber,6,1,8
3199,alguersuari,7,16,9
3200,alonso,7,12,7
3201,barrichello,7,15,12
3202,bruno_senna,7,22,19
3203,buemi,7,14,15
3204,button,7,4,3
3206,glock,7,21,22
3207,grassi,7,23,18
3208,hamilton,7,2,2
3209,hulkenberg,7,17,16
3210,kobayashi,7,10,14
3211,kovalainen,7,20,17
3212,kubica,7,7,5
3213,liuzzi,7,18,24
3214,massa,7,8,10
3215,michael_schumacher,7,5,23
3216,petrov,7,9,6
3218,rosberg,7,6,4
3219,sutil,7,11,13
3220,trulli,7,19,21
3221,vettel,7,3,1
3222,webber,7,1,8
3223,alguersuari,8,16,9
3224,alonso,8,4,7
3225,barrichello,8,11,12
3226,bruno_senna,8,22,19
3227,buemi,8,15,15
3228,button,8,5,3
3230,glock,8,21,22
3231,grassi,8,23,18
3232,hamilton,8,1,2
3233,hulkenberg,8,12,16
3234,kobayashi,8,18,14
3235,kovalainen,8,19,17
3236,kubica,8,8,5
3237,liuzzi,8,6,24
3238,massa,8,7,10
3239,michael_schumacher,8,13,23
3240,petrov,8,14,6
3242,rosberg,8,10,4
3243,sutil,8,9,13
3244,trulli,8,20,21
3245,vettel,8,3,1
3246,webber,8,2,8
3247,alguersuari,9,17,9
3248,alonso,9,4,7
3249,barrichello,9,9,12
3250,bruno_senna,9,24,19
3251,buemi,9,11,15
3252,button,9,7,3
3254,glock,9,22,22
3255,grassi,9,21,18
3256,hamilton,9,3,2
3257,hulkenberg,9,8,16
3258,kobayashi,9,18,14
3259,kovalainen,9,20,17
3260,kubica,9,6,5
3261,liuzzi,9,14,24
3262,massa,9,5,10
3263,michael_schumacher,9,15,23
3264,petrov,9,10,6
3266,rosberg,9,12,4
3267,sutil,9,13,13
3268,trulli,9,19,21
3269,vettel,9,1,1
3270,webber,9,2,8
3271,alguersuari,10,18,9
3272,alonso,10,3,7
3273,barrichello,10,8,12
3274,buemi,10,17,15
3275,button,10,14,3
3277,glock,10,20,22
3278,grassi,10,22,18
3279,hamilton,10,4,2
3280,hulkenberg,10,13,16
3281,kobayashi,10,12,14
3282,kovalainen,10,19,17
3283,kubica,10,6,5
3284,liuzzi,10,15,24
3285,massa,10,7,10
3286,michael_schumacher,10,10,23
3287,petrov,10,16,6
3289,rosberg,10,5,4
3290,sutil,10,11,13
3291,trulli,10,21,21
3292,vettel,10,1,1
3293,webber,10,2,8
3295,alguersuari,11,16,9
3296,alonso,11,2,7
3297,barrichello,11,8,12
3298,bruno_senna,11,21,19
3299,buemi,11,17,15
3300,button,11,5,3
3301,glock,11,20,22
3302,grassi,11,24,18
3303,hamilton,11,6,2
3304,hulkenberg,11,10,16
3305,kobayashi,11,12,14
3306,kovalainen,11,19,17
3307,kubica,11,7,5
3308,liuzzi,11,22,24
3309,massa,11,3,10
3310,michael_schumacher,11,11,23
3311,petrov,11,13,6
3313,rosberg,11,9,4
3314,sutil,11,14,13
3315,trulli,11,18,21
3316,vettel,11,1,1
3317,webber,11,4,8
3319,alguersuari,12,17,9
3320,alonso,12,3,7
3321,barrichello,12,12,12
3322,bruno_senna,12,23,19
3323,buemi,12,15,15
3324,button,12,11,3
3325,glock,12,19,22
3326,grassi,12,22,18
3327,hamilton,12,5,2
3328,hulkenberg,12,10,16
3329,kobayashi,12,18,14
3330,kovalainen,12,20,17
3331,kubica,12,8,5
3332,liuzzi,12,16,24
3333,massa,12,4,10
3334,michael_schumacher,12,14,23
3335,petrov,12,7,6
3337,rosberg,12,6,4
3338,sutil,12,13,13
3339,trulli,12,21,21
3340,vettel,12,1,1
3341,webber,12,2,8
3343,alguersuari,13,13,9
3344,alonso,13,10,7
3345,barrichello,13,7,12
3346,bruno_senna,13,20,19
3347,buemi,13,15,15
3348,button,13,5,3
3349,glock,13,17,22
3350,grassi,13,23,18
3351,hamilton,13,2,2
3352,hulkenberg,13,9,16
3353,kobayashi,13,19,14
3354,kovalainen,13,16,17
3355,kubica,13,3,5
3356,liuzzi,13,14,24
3357,massa,13,6,10
3358,michael_schumacher,13,11,23
3359,petrov,13,24,6
3361,rosberg,13,12,4
3362,sutil,13,8,13
3363,trulli,13,18,21
3364,vettel,13,4,1
3365,webber,13,1,8
3367,alguersuari,14,16,9
3368,alonso,14,1,7
3369,barrichello,14,10,12
3370,bruno_senna,14,23,19
3371,buemi,14,14,15
3372,button,14,2,3
3373,glock,14,21,22
3374,grassi,14,22,18
3375,hamilton,14,5,2
3376,hulkenberg,14,8,16
3377,kobayashi,14,13,14
3378,kovalainen,14,19,17
3379,kubica,14,9,5
3380,liuzzi,14,20,24
3381,massa,14,3,10
3382,michael_schumacher,14,12,23
3383,petrov,14,15,6
3385,rosberg,14,7,4
3386,sutil,14,11,13
3387,trulli,14,18,21
3388,vettel,14,6,1
3389,webber,14,4,8
3391,alguersuari,15,11,9
3392,alonso,15,1,7
3393,barrichello,15,6,12
3394,bruno_senna,15,23,19
3395,buemi,15,14,15
3396,button,15,4,3
3397,glock,15,18,22
3398,grassi,15,20,18
3399,hamilton,15,3,2
3400,heidfeld,15,15,11
3401,hulkenberg,15,12,16
3402,klien,15,22,20
3403,kobayashi,15,10,14
3404,kovalainen,15,19,17
3405,kubica,15,8,5
3406,liuzzi,15,17,24
3407,massa,15,24,10
3408,michael_schumacher,15,9,23
3409,petrov,15,13,6
3410,rosberg,15,7,4
3411,sutil,15,16,13
3412,trulli,15,21,21
3413,vettel,15,2,1
3414,webber,15,5,8
3415,alguersuari,16,16,9
3416,alonso,16,5,7
3417,barrichello,16,8,12
3418,bruno_senna,16,23,19
3419,buemi,16,18,15
3420,button,16,6,3
3421,glock,16,22,22
3422,grassi,16,21,18
3423,hamilton,16,3,2
3424,heidfeld,16,11,11
3425,hulkenberg,16,9,16
3426,kobayashi,16,14,14
3427,kovalainen,16,20,17
